Price,Adj Close,Close,High,Low,Open,Volume,daily_difference,return_1d,return_5d,return_21d,ma_7,ma_21,std_7,std_21,momentum_7,momentum_21,rsi_14,macd,macd_signal
Ticker,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,BTC-USD,,,,,,,,,,,,,
Date,,,,,,,,,,,,,,,,,,,
2014-10-16,382.5559997558594,382.5559997558594,398.8070068359375,373.07000732421875,394.51800537109375,26990000,-12.217010498046875,-0.030946924386216934,0.05591234835720971,-0.07050495174529525,381.57472011021207,369.8270016624814,15.312384253301278,24.78327387415081,17.529998779296875,-29.01800537109375,52.33635884862235,-7.086204695526533,-14.590592178675474
2014-10-17,383.75799560546875,383.75799560546875,385.4779968261719,375.3890075683594,382.7560119628906,13600700,1.201995849609375,0.0031420128043384565,0.013760396198284175,-0.05110216433530501,384.7455749511719,368.84285917736236,12.521266049498347,23.728596630780906,22.19598388671875,-20.6669921875,58.314476903341294,-6.039892107573394,-12.880452164455058
2014-10-18,391.4419860839844,391.4419860839844,395.1579895019531,378.97100830078125,383.97601318359375,11416800,7.683990478515625,0.02002301076852442,0.0026330628903767916,-0.020219271004763284,388.9088570731027,368.4581923711868,7.749794555325024,23.267415911190824,29.142974853515625,-8.0780029296875,75.4697107083856,-4.538332952257633,-11.212028322015573
2014-10-19,389.5459899902344,389.5459899902344,393.9389953613281,386.4570007324219,391.2539978027344,5914570,-1.89599609375,-0.004843619645193642,-0.028248572516989534,0.032782643458654004,390.47985403878346,369.04700142996654,6.273744311363277,23.652462963903783,10.996978759765625,12.364990234375,79.65872234847859,-3.461426374206667,-9.661907932453794
2014-10-20,382.8450012207031,382.8450012207031,390.0840148925781,378.25201416015625,389.2309875488281,16419000,-6.70098876953125,-0.01720204787552615,-0.030214854418571746,0.019650170364819974,389.3985682896205,369.3983343215216,6.907261818779728,23.806885806582596,-7.569000244140625,7.37799072265625,73.2416679884614,-3.1128015055059564,-8.352086647064226
2014-10-21,386.4750061035156,386.4750061035156,392.64599609375,380.8340148925781,382.4209899902344,14188900,3.6300048828125,0.009481656731152865,0.010244268421243596,-0.0012120465502220013,387.3421412876674,369.3760012672061,4.718985295136715,23.789817242429017,-14.394989013671875,-0.468994140625,72.64451114486748,-2.5146158028464924,-7.184592478220679
2014-10-22,383.1579895019531,383.1579895019531,388.57598876953125,382.2489929199219,386.1180114746094,11641300,-3.3170166015625,-0.00858274545359361,-0.0015635012439779716,-0.0011913005071638727,385.682852608817,369.354239327567,3.573736919725496,23.776345951635054,-11.615020751953125,-0.457000732421875,65.48021540725297,-2.281900513390724,-6.204054085254688
2014-10-23,358.4169921875,358.4169921875,385.0480041503906,356.4469909667969,382.9620056152344,26456900,-24.740997314453125,-0.06457126822962156,-0.08436753100215166,-0.04440480542513037,382.2344229561942,368.56114414760043,11.007859614047936,23.85373579565414,-24.139007568359375,-16.654998779296875,47.00290625259487,-4.0472099668116925,-5.77268526156609
2014-10-24,358.3450012207031,358.3450012207031,364.3450012207031,353.30499267578125,358.59100341796875,15585700,-0.071990966796875,-0.0002008581299606238,-0.08009577706168514,-0.0032460452193453504,378.603995186942,368.50557309105284,14.160749723677252,23.877219084712365,-25.412994384765625,-1.1669921875,48.49482444639839,-5.389907992150256,-5.696129807682923
2014-10-25,347.27099609375,347.27099609375,359.8609924316406,342.87701416015625,358.6109924316406,18127500,-11.074005126953125,-0.03090319409850706,-0.09292012436762986,0.05596504025832294,372.2938537597656,369.3820016043527,17.036131331694204,22.65602839331644,-44.170989990234375,18.404998779296875,43.588838252778174,-7.263852347005582,-6.009674315547455
2014-10-26,354.7040100097656,354.7040100097656,359.22100830078125,343.9309997558594,347.48699951171875,11272500,7.433013916015625,0.02140407347467921,-0.08220711712788042,0.106686216349827,367.3164280482701,371.01028733026413,16.22611915064183,20.04645442420176,-34.84197998046875,34.194000244140625,38.99985893518875,-8.056316445435016,-6.4190027415249675
2014-10-27,352.989013671875,352.989013671875,358.6319885253906,349.8089904785156,354.7770080566406,13033000,-1.714996337890625,-0.004835006905739236,-0.07873769217051485,0.06940763564890595,363.05128696986606,372.1012398856027,15.365111319454904,18.25049288892901,-29.855987548828125,22.910003662109375,30.95129364603021,-8.722191826481492,-6.879640558516273
2014-10-28,357.6180114746094,357.6180114746094,359.9840087890625,352.6789855957031,353.2149963378906,7845880,4.628997802734375,0.013113716357861849,-0.002229193175285249,0.06374725676132997,358.9288591657366,373.1217636835007,11.3901189832012,16.67283882381404,-28.85699462890625,21.430999755859375,26.597270498096947,-8.775226082906784,-7.258757663394375
2014-10-29,335.59100341796875,335.59100341796875,357.8330078125,335.3429870605469,357.0889892578125,18192700,-22.027008056640625,-0.061593676352636795,-0.0634974611763045,-0.04915566074525013,352.1335754394531,372.29562087286087,8.294400222622837,18.092253614957055,-47.566986083984375,-17.3489990234375,22.686407400521688,-10.473914805901813,-7.901789091895862
2014-10-30,345.30499267578125,345.30499267578125,350.9129943847656,335.0719909667969,335.7090148925781,30177900,9.7139892578125,0.02894591678226255,-0.00566129460877296,-0.054026311134059424,350.2604326520647,371.35652523949034,8.11757372962447,18.97856625461199,-13.11199951171875,-19.72100830078125,32.401374740088016,-10.910530305563611,-8.503537334629414
2014-10-31,338.3210144042969,338.3210144042969,348.0450134277344,337.1419982910156,345.0090026855469,12545400,-6.983978271484375,-0.020225535163465924,-0.046187793605766414,-0.06427942250894358,347.39986310686385,370.24981108165923,8.319449819839162,20.2156015021544,-20.02398681640625,-23.240997314453125,29.646025320816477,-11.68539792033937,-9.139909451771405
2014-11-01,325.7489929199219,325.7489929199219,340.52899169921875,321.05499267578125,338.6499938964844,16677200,-12.572021484375,-0.037160037210550945,-0.07716959932717449,-0.10088357179450425,344.3252912248884,368.5093340192522,11.675130971225638,22.390739170657596,-21.522003173828125,-36.550018310546875,21.80679352353131,-13.16221730479657,-9.944371022376439
2014-11-02,325.8919982910156,325.8919982910156,329.04998779296875,320.6260070800781,326.07501220703125,8603620,0.14300537109375,0.00043900479879277476,-0.08871480788334474,-0.13910223346850692,340.20928955078125,366.0018572126116,12.458800741331789,24.093889224846595,-28.81201171875,-52.657012939453125,22.264542733699386,-14.157864914813445,-10.78706980086384
2014-11-03,327.5539855957031,327.5539855957031,334.00201416015625,325.4809875488281,325.5690002441406,12948500,1.6619873046875,0.005099810100901436,-0.02394884767591865,-0.1610086104322288,336.5757141113281,363.0085231236049,11.802157795208633,24.80366401978292,-25.435028076171875,-62.860015869140625,24.801979151483863,-14.644007332375054,-11.558457307166083
2014-11-04,330.49200439453125,330.49200439453125,331.7669982910156,325.0769958496094,327.1610107421875,15655500,2.938018798828125,0.008969571209719529,-0.042898274266073066,-0.1755631291438573,332.7005702427455,359.65719023204986,7.358233906266962,24.17892453120326,-27.126007080078125,-70.37799072265625,24.324676876979936,-14.623632999419954,-12.171492445616858
2014-11-05,339.4859924316406,339.4859924316406,343.3689880371094,330.6830139160156,330.6830139160156,19817200,8.993988037109375,0.02721393533736638,0.003443410186609208,-0.14004761315041947,333.25699724469865,357.02447509765625,7.750072156627774,23.152331703364272,3.894989013671875,-55.287017822265625,30.962179892422995,-13.723549983467308,-12.481903953186949
2014-11-06,349.2900085449219,349.2900085449219,352.96600341796875,338.42401123046875,339.4580078125,18797000,9.80401611328125,0.02887900040604885,0.0722673473645612,-0.08695718073214709,333.8262852260045,355.4403802780878,8.850765940524647,22.445351415371082,3.985015869140625,-33.2659912109375,45.42557607612675,-12.079876249869756,-12.401498412523512
2014-11-07,342.4150085449219,342.4150085449219,352.73199462890625,341.7760009765625,349.8179931640625,16834200,-6.875,-0.019682784596788183,0.050700877408936806,-0.10773192359241546,334.411141531808,353.47166660853793,9.320099480668674,21.63591513015054,4.093994140625,-41.342987060546875,42.525623659393624,-11.202868324687984,-12.161772394956408
2014-11-08,345.4880065917969,345.4880065917969,347.0320129394531,342.15399169921875,342.15399169921875,8535470,3.072998046875,0.008974484091493373,0.054751344159278625,-0.11739665423199652,337.2310006277902,351.2833818708147,9.248318853642312,19.854079863615688,19.739013671875,-45.9539794921875,49.09550786710769,-10.142946392960823,-11.758007194557292
2014-11-09,363.2640075683594,363.2640075683594,363.6260070800781,344.2550048828125,345.3760070800781,24205600,17.7760009765625,0.0514518612438124,0.09916125878405802,-0.06746824020068565,342.56985909598217,350.03185889834447,11.99172643869147,18.069733606030223,37.37200927734375,-26.281982421875,53.92999334198651,-7.778905526463461,-10.962186860938527
2014-11-10,366.92401123046875,366.92401123046875,374.8160095214844,357.5610046386719,362.2650146484375,30450100,3.660003662109375,0.010075326995947043,0.08082224130161442,-0.0415859941738046,348.1941484723772,349.27371651785717,12.968094631118078,16.921698460780146,39.370025634765625,-15.920989990234375,56.28546242311486,-5.5461221562877085,-9.878973920008363
2014-11-11,367.69500732421875,367.69500732421875,371.30999755859375,363.7349853515625,365.85699462890625,15838900,0.77099609375,0.0021012418652148757,0.052692600214843566,-0.048593048664747895,353.5088631766183,348.37943086170014,12.098368446916716,15.273327896298401,37.2030029296875,-18.779998779296875,54.70918413769518,-3.6720828228163214,-8.637595700569955
2014-11-12,423.5610046386719,423.5610046386719,429.7179870605469,367.9849853515625,367.9849853515625,45783200,55.865997314453125,0.1519356972535466,0.23698142332772298,0.10544740353512272,365.5195792061942,350.30338396344865,27.625723632005084,21.249092085020212,84.07501220703125,40.40301513671875,81.23224862360809,2.294575504250986,-6.451161459605768
2014-11-13,420.7349853515625,420.7349853515625,457.0929870605469,401.12298583984375,427.27301025390625,58945000,-2.826019287109375,-0.00667204784236497,0.2177991053931776,0.1738700857448796,375.7260044642857,353.27090744745163,33.25464361874203,26.21099770730201,71.44497680664062,62.3179931640625,78.15728041287943,6.7177213671781715,-3.8173848942489794
2014-11-14,397.8179931640625,397.8179931640625,419.25201416015625,384.78900146484375,418.4169921875,29589200,-22.9169921875,-0.05446894835320326,0.09512086217129756,0.11015360004714592,383.6407165527344,355.15057373046875,30.482680264720784,27.950696218897125,55.402984619140625,39.472991943359375,69.84859619019578,8.278457679389703,-1.398216379521243
2014-11-15,376.13299560546875,376.13299560546875,405.52801513671875,371.00799560546875,399.6499938964844,15727500,-21.68499755859375,-0.054509846038187426,0.025097797072799688,0.08311088411174739,388.01857212611606,356.5249546595982,25.95425474829403,28.251845324441497,30.644989013671875,28.86199951171875,65.84502047589297,7.677058031241586,0.4168385026313228
2014-11-16,387.8819885253906,387.8819885253906,390.79901123046875,374.60198974609375,374.7300109863281,11905600,11.748992919921875,0.03123627295980591,0.05490142862715519,0.0935370832562945,391.5354265485491,358.1048583984375,23.60223284166069,29.061026311765094,24.61798095703125,33.177978515625,68.16865202528045,8.055629730364387,1.9445967481779358
2014-11-17,387.4079895019531,387.4079895019531,410.1990051269531,377.50201416015625,388.3489990234375,41518800,-0.4739990234375,-0.0012220186486088247,-0.08535491875027512,0.09750721551371755,394.46170915876115,359.74385724748885,21.188693659129346,29.72116583286611,20.483978271484375,34.418975830078125,67.66563469053867,8.222617552817553,3.2002009091058596
2014-11-18,375.197998046875,375.197998046875,392.4020080566406,371.11700439453125,387.7850036621094,32222500,-12.209991455078125,-0.031517139000605376,-0.10823199612610579,0.049158560274344065,395.53356497628346,360.58099946521577,19.749922144701333,29.905307445288884,7.50299072265625,17.579986572265625,62.510072611616835,7.285727012137045,4.017306129712097
2014-11-19,380.55499267578125,380.55499267578125,386.4809875488281,373.89599609375,373.89599609375,18931800,5.35699462890625,0.01427778041672001,-0.0433942174183205,0.1339844894525113,389.3898489815848,362.7221418108259,15.890039222200961,29.635059025461572,-43.006011962890625,44.9639892578125,61.731117615666776,6.896006336563573,4.593046171082392
2014-11-20,357.8399963378906,357.8399963378906,382.0249938964844,356.781005859375,380.3070068359375,25233200,-22.714996337890625,-0.059689129758029424,-0.04863439124273461,0.03630125230734471,380.4048505510603,363.31904674711683,12.667046019160017,29.391946621239637,-62.894989013671875,12.535003662109375,52.2744896958471,4.700060158244753,4.614448968514864
2014-11-21,350.8479919433594,350.8479919433594,357.8789978027344,344.11199951171875,357.8789978027344,29850100,-6.99200439453125,-0.019539471456759827,-0.09547748458963834,0.03702689754912081,373.6948503766741,363.91556948707216,14.247490818983522,28.983515559414702,-46.970001220703125,12.5269775390625,52.24196822501789,2.3682608342631397,4.165211341664519
2014-11-22,352.9200134277344,352.9200134277344,364.84100341796875,350.87799072265625,351.60400390625,15273000,2.072021484375,0.005905752724699953,-0.08902236662324925,0.08341091177062188,370.3787100655692,365.20942760649183,16.15868063910697,27.775837273030685,-23.212982177734375,27.1710205078125,51.98642394423409,0.6796532676834204,3.4680997268682994
2014-11-23,367.572998046875,367.572998046875,370.8450012207031,353.17498779296875,353.17498779296875,15151600,14.652984619140625,0.04151927933138033,-0.020322603104740877,0.12789819932503832,367.4774257114955,367.1942371186756,14.196260462690772,26.274455367156538,-20.308990478515625,41.680999755859375,51.17125875663098,0.5178238530275507,2.8780445521001496
2014-11-24,376.9010009765625,376.9010009765625,387.2090148925781,366.66900634765625,366.947998046875,30930100,9.3280029296875,0.02537728010287066,-0.009601744214486785,0.1506530756788529,365.97642735072543,369.5440949939546,12.145014697157162,24.712196733483676,-10.506988525390625,49.347015380859375,52.630854695022165,1.1292474928816318,2.528285140256446
2014-11-25,375.3479919433594,375.3479919433594,394.70098876953125,374.78399658203125,376.885986328125,25442200,-1.553009033203125,-0.004120469378375846,0.04892688292154124,0.1357248797319781,365.9978550502232,371.6800944010417,12.164113440435262,23.050662056319705,0.149993896484375,44.855987548828125,52.00974398009657,1.4715274303707133,2.3169335982792996
2014-11-26,368.3699951171875,368.3699951171875,377.697998046875,365.8160095214844,376.0190124511719,18601700,-6.977996826171875,-0.01859073972939984,0.04994186535534406,0.08508157429017627,364.25714111328125,373.0555231003534,10.49047291853163,21.864845179078227,-12.18499755859375,28.884002685546875,30.499117203120065,1.1662766097302324,2.086802200569486
2014-11-27,369.6700134277344,369.6700134277344,373.99200439453125,368.2820129394531,370.50201416015625,8748030,1.300018310546875,0.0035291102092429583,0.04746117919841297,0.05834694490034753,365.9471435546875,374.02599952334447,10.234148834394377,21.199425432686795,11.83001708984375,20.3800048828125,31.760295428587497,1.0175342467110227,1.8729486097977934
2014-11-28,376.4469909667969,376.4469909667969,382.8380126953125,358.4549865722656,369.3739929199219,22946500,6.7769775390625,0.018332505458648285,0.024142124059913117,0.09938811551074367,369.60414341517856,375.64657011486236,8.337402619376453,19.924567740064454,25.5989990234375,34.031982421875,41.37173500715978,1.4300159682968,1.784362081497595
2014-11-29,375.4909973144531,375.4909973144531,387.60101318359375,372.1449890136719,376.1520080566406,15375600,-0.95599365234375,-0.0025395173166042895,-0.0037410451509972686,0.08684235096503823,372.8285696847098,377.07528395879837,4.094510077438861,18.691425244593887,22.57098388671875,30.00299072265625,49.68869484459011,1.660627328118153,1.7596151308217065
2014-11-30,378.0469970703125,378.0469970703125,382.5270080566406,373.3089904785156,375.510009765625,9194440,2.555999755859375,0.0068070866522502715,0.007190674214024861,0.040694891852645965,374.3248552594866,377.77923583984375,3.7534191997629316,18.42169089830714,10.4739990234375,14.782989501953125,44.76422072632499,2.0262786323986575,1.8129478311370968
2014-12-01,379.2449951171875,379.2449951171875,383.6619873046875,376.66900634765625,378.2489929199219,11763000,1.197998046875,0.0031689130085912343,0.029521948432690293,0.033579115864891707,374.6597115652902,378.36594935825894,4.109243287595031,18.254119496962954,2.343994140625,12.32098388671875,45.6875718039407,2.3852328758745216,1.927404840084582
2014-12-02,381.31500244140625,381.31500244140625,384.0379943847656,377.8630065917969,379.25,12364100,2.07000732421875,0.005458232411423403,0.03150103765705703,0.03704155576194146,375.5121416364397,379.0145205543155,4.831286749982711,18.09730911745996,5.967010498046875,13.6199951171875,53.61931485774956,2.8044114813745296,2.1028061683425716
2014-12-03,375.010009765625,375.010009765625,383.0260009765625,374.34600830078125,381.72198486328125,13340100,-6.30499267578125,-0.01653486654186942,-0.003817220579931835,-0.11462574302481976,376.4607151576451,376.7025684175037,3.719124614759336,14.949333148832864,6.6400146484375,-48.550994873046875,46.75553654052464,2.5979062838392792,2.201826191441913
2014-12-04,369.60400390625,369.60400390625,378.6549987792969,367.7590026855469,375.7179870605469,14529600,-5.406005859375,-0.014415630832770754,-0.015678121313979387,-0.12152776266653431,376.4512852260045,374.2677597772507,3.739241548223674,11.083079340945547,-0.066009521484375,-51.1309814453125,58.63172503731622,1.9752603621298022,2.156513025579491
2014-12-05,376.85400390625,376.85400390625,379.1919860839844,365.7560119628906,369.4419860839844,15181800,7.25,0.019615588368569137,-0.0031556742238600943,-0.05269743857253539,376.5094299316406,373.2694745744978,3.742326869363837,9.71555474331916,0.407012939453125,-20.9639892578125,69.00968458510474,2.0432698495410477,2.1338643903718024
2014-12-06,374.7850036621094,374.7850036621094,378.447998046875,370.94500732421875,376.7569885253906,7009320,-2.069000244140625,-0.005490190425720742,-0.011760185401260115,-0.003583817317567406,376.40857369559154,373.2052844819568,3.7836336037338256,9.700130482116272,-0.70599365234375,-1.347991943359375,65.98341675225694,1.9082200569598626,2.0887355236894143
2014-12-07,375.0950012207031,375.0950012207031,376.2919921875,373.2749938964844,374.83599853515625,6491650,0.30999755859375,0.0008271343718790902,-0.016311976137521333,-0.0329661796189602,375.9868600027902,372.59638032459077,3.734778973935414,9.116550788115465,-2.951995849609375,-12.7869873046875,56.957602493525975,1.805394867367113,2.0320673924249544
2014-12-08,361.90899658203125,361.90899658203125,376.02899169921875,361.885986328125,374.9649963378906,18898700,-13.186004638671875,-0.03515377329945624,-0.03493510264374455,-0.06581948129852222,373.51028878348217,371.3821425664993,6.168851904860805,8.735286286913873,-17.33599853515625,-25.498992919921875,37.05666676854298,0.6523845069959862,1.7561308153391608
2014-12-09,352.218994140625,352.218994140625,363.0669860839844,344.95098876953125,361.8949890136719,32915500,-9.69000244140625,-0.026774693453109233,-0.04703685453049011,-0.06124500670544397,369.3537161690848,370.2879042852493,9.126832272116442,9.627111532263156,-29.09600830078125,-22.97900390625,32.49155985675205,-1.0313974174753753,1.1986251687762537
2014-12-10,346.364990234375,346.364990234375,352.3840026855469,346.364990234375,352.2049865722656,16427700,-5.85400390625,-0.016620352688625162,-0.080904046012099,-0.08984247506781462,365.2615705217634,368.6598089308966,12.104149941230595,10.64155453310056,-28.64501953125,-34.19000244140625,33.05404206196111,-2.8058320298249555,0.3977337290560119
2014-12-11,350.5060119628906,350.5060119628906,361.35699462890625,338.76300048828125,344.3399963378906,32431300,4.141021728515625,0.011955659045429279,-0.06478111840650824,-0.020495149927496903,362.53328595842635,368.3105715797061,13.07559876815437,11.123813096573672,-19.097991943359375,-7.333984375,35.86058320596662,-3.833745368509881,-0.44856209045716666
2014-12-12,352.5419921875,352.5419921875,352.9830017089844,349.2909851074219,350.8330078125,16989800,2.035980224609375,0.0058086884536090455,-0.06012612527441574,0.00482830252143529,359.06014142717635,368.3912382579985,11.804882866888276,10.99625871664975,-24.31201171875,1.694000244140625,31.035908639504115,-4.432986794080421,-1.2454470311818175
2014-12-13,347.3760070800781,347.3760070800781,352.3810119628906,346.5880126953125,352.3810119628906,11675900,-5.165985107421875,-0.014653531272593279,-0.04015647480224782,-0.015708959924970234,355.14457048688615,368.1272379557292,10.14936278475976,11.443713644685467,-27.40899658203125,-5.54400634765625,29.092619808625727,-5.264060947537303,-2.0491698144529145
2014-12-14,351.6319885253906,351.6319885253906,353.3160095214844,345.4179992675781,346.72698974609375,12415200,4.2559814453125,0.012251800235389965,-0.0016665927306578343,-0.04336828223560507,351.79271153041293,367.3681422642299,5.061805111860621,11.997618430083994,-23.4630126953125,-15.941009521484375,30.84119141521616,-5.515689631132034,-2.7424737777887387
2014-12-15,345.3450012207031,345.3450012207031,351.81500244140625,344.9339904785156,351.3609924316406,17264200,-6.2869873046875,-0.017879452125651896,-0.002944838659882154,-0.08372490302253577,349.42642647879467,365.865475609189,2.9935997371196335,12.699571168885992,-16.563995361328125,-31.555999755859375,27.10263459817297,-6.151503802058755,-3.424279782642742
2014-12-16,327.06201171875,327.06201171875,345.8590087890625,327.06201171875,345.6730041503906,30864900,-18.282989501953125,-0.05294123105105797,-0.06688615728115588,-0.1286432357733136,345.8325718470982,363.5661432175409,8.715196612178092,15.050493900447089,-25.156982421875,-48.285980224609375,19.939261739292178,-8.038018297361646,-4.347027485586523
2014-12-17,319.7760009765625,319.7760009765625,333.9540100097656,315.1520080566406,326.8550109863281,37567900,-7.2860107421875,-0.02227715381526163,-0.09294209466403325,-0.13191626566970005,342.03414481026783,361.2521434965588,13.123725286967746,17.765697859184268,-26.5889892578125,-48.593994140625,19.724826502728575,-10.005675601635346,-5.478757108796287
2014-12-18,311.39599609375,311.39599609375,323.7090148925781,304.23199462890625,319.7850036621094,39173000,-8.3800048828125,-0.026205859280311383,-0.10357655754282968,-0.15763793442060237,336.4469996861049,358.47719029017856,16.742178679915625,20.694767015962416,-39.110015869140625,-58.274017333984375,19.102051871540638,-12.101753074534258,-6.803356301943881
2014-12-19,317.8429870605469,317.8429870605469,318.5329895019531,306.7690124511719,311.1789855957031,23823100,6.446990966796875,0.020703512722289208,-0.09609194432662915,-0.15567664322602848,331.489998953683,355.6865234375,16.313904039318977,22.056912886341937,-34.699005126953125,-58.60400390625,18.406462248814222,-13.091777421197321,-8.061040525794569
2014-12-20,329.95599365234375,329.95599365234375,330.32501220703125,316.04400634765625,317.6189880371094,20856700,12.113006591796875,0.03811003257872558,-0.04456125762342966,-0.12126789720067854,329.00142560686385,353.51818992978053,14.739390121823178,22.250006769415563,-17.420013427734375,-45.535003662109375,28.329857256110827,-12.751963749052663,-8.999225170446188
2014-12-21,320.8429870605469,320.8429870605469,329.6289978027344,318.90301513671875,329.5429992675781,15207600,-9.113006591796875,-0.02761885453548918,-0.019014818093735175,-0.15131454674437295,324.6029968261719,350.794189453125,10.973393871182779,22.595838972093663,-30.78900146484375,-57.204010009765625,25.83170328896459,-13.067369930631969,-9.812854122483344
2014-12-22,331.885986328125,331.885986328125,334.11700439453125,320.42498779296875,321.0679931640625,22315100,11.042999267578125,0.034418702333968154,0.0378702132573423,-0.12487708314892454,322.68028041294644,348.53899855840774,7.2964096108481415,21.968963305233387,-13.459014892578125,-47.3590087890625,36.364949251467465,-12.28464412071628,-10.307212122129933
2014-12-23,334.5719909667969,334.5719909667969,336.2869873046875,329.60198974609375,332.0169982910156,16574200,2.686004638671875,0.00809315472578076,0.07442611711060487,-0.1225837199568145,323.75313459123885,346.3131408691406,8.500800524076244,20.820031884160688,7.509979248046875,-46.743011474609375,41.441053141054766,-11.317133282845873,-10.509196354273122
2014-12-24,322.53399658203125,322.53399658203125,334.7409973144531,321.35699462890625,334.385009765625,15092300,-12.037994384765625,-0.0359802814036525,0.01475888949090054,-0.1399322999841801,324.14713396344865,343.8142830984933,8.348290388458835,20.34733628561501,2.75799560546875,-52.47601318359375,39.095858321310615,-11.390437639619961,-10.68544461134249
2014-12-25,319.00799560546875,319.00799560546875,322.6700134277344,316.9580078125,322.2860107421875,9883640,-3.5260009765625,-0.01093218393697526,-0.03318017631893755,-0.1368924788856316,325.2345624651228,341.40494936988466,6.754078216490555,20.13531898047636,7.61199951171875,-50.59600830078125,35.50615084274452,-11.599340702007794,-10.86822382947555
2014-12-26,327.92401123046875,327.92401123046875,331.42401123046875,316.62701416015625,319.1520080566406,16410500,8.916015625,0.027949191706237997,0.022070060607513264,-0.12983805974887175,326.6747087751116,339.07494971865697,5.941170385082765,18.600691880462477,10.081024169921875,-48.92999267578125,39.34655286536183,-10.919575863969726,-10.878494236374385
2014-12-27,315.8630065917969,315.8630065917969,328.9110107421875,312.6300048828125,327.5830078125,15185200,-12.061004638671875,-0.036779876512901266,-0.04827856672588371,-0.15721546084974658,324.6614249093192,336.2691403343564,6.946676944803894,17.346436561145296,-14.092987060546875,-58.9219970703125,37.130721968120234,-11.22468838809067,-10.947733066717642
2014-12-28,317.239013671875,317.239013671875,320.02801513671875,311.0780029296875,316.1600036621094,11676600,1.376007080078125,0.004356341361166027,-0.05180642062963969,-0.15424355792677202,324.14657156808033,333.51409330822173,7.395878657341592,15.351350931075151,-3.603973388671875,-57.855987548828125,35.616256877015104,-11.226053038628379,-11.00339706109979
2014-12-29,312.6700134277344,312.6700134277344,320.2669982910156,312.3070068359375,317.70098876953125,12302500,-4.569000244140625,-0.014402390775512863,-0.03058277037096191,-0.13605349305854086,321.4014325823103,331.1693798246838,7.607632748837375,14.53621913462716,-19.215972900390625,-49.238983154296875,36.13551865130873,-11.463668632871304,-11.095451375454093
2014-12-30,310.73699951171875,310.73699951171875,314.8089904785156,309.37298583984375,312.718994140625,12528300,-1.933013916015625,-0.006182281104684106,-0.025927237585540386,-0.11777330387907581,317.9964338030134,329.19404674711683,5.86465207828436,14.350067039717716,-23.834991455078125,-41.48199462890625,41.95709673772105,-11.673395138665512,-11.211040128096377
